Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return
2004-01-02,111.73999786376953,112.19000244140625,110.7300033569336,111.2300033569336,75.15705108642578,38072300,
2004-01-05,111.69000244140625,112.5199966430664,111.58999633789062,112.44000244140625,75.97462463378906,27959800,1.0878351595385638
2004-01-06,112.16000366210938,112.7300033569336,112.0,112.55000305175781,76.04898071289062,20472800,0.09783049445315495
2004-01-07,112.38999938964844,113.05999755859375,111.88999938964844,112.93000030517578,76.30570983886719,30170400,0.3376252715366235
2004-01-08,113.25,113.41000366210938,112.7699966430664,113.37999725341797,76.6097640991211,36438400,0.39847422919165876
2004-01-09,112.83000183105469,113.5,112.2699966430664,112.38999938964844,75.94084167480469,54084300,-0.873168008248193
2004-01-12,112.55000305175781,113.25,112.36000061035156,113.22000122070312,76.50169372558594,31564100,0.7385014997438821
2004-01-13,113.08999633789062,113.2300033569336,111.76000213623047,112.55999755859375,76.05573272705078,54239700,-0.582939105275937
2004-01-14,112.76000213623047,113.66000366210938,112.66999816894531,113.5,76.69087982177734,30112800,0.8351123505639046
2004-01-15,113.56999969482422,114.05999755859375,112.58000183105469,113.77999877929688,76.88008880615234,38408700,0.24669495973292932
2004-01-16,114.04000091552734,114.30999755859375,113.62999725341797,114.2300033569336,77.18409729003906,31922700,0.3955041153670624
2004-01-20,114.52999877929688,114.6500015258789,113.81999969482422,114.19999694824219,77.16385650634766,29863000,-0.026268412684582465
2004-01-21,114.12999725341797,115.30000305175781,113.72000122070312,115.0999984741211,77.77195739746094,30725000,0.7880924255075028
2004-01-22,115.13999938964844,115.37999725341797,114.58000183105469,114.80000305175781,77.56927490234375,29888500,-0.2606389455606539
2004-01-23,115.0,115.37000274658203,113.94999694824219,114.43000030517578,77.31929016113281,44245300,-0.3223020354931605
2004-01-26,114.38999938964844,115.93000030517578,114.37999725341797,115.87000274658203,78.29226684570312,30460600,1.2584133859703472
2004-01-27,115.75,116.5,114.6500015258789,114.68000030517578,77.4881820678711,35322800,-1.027015114523555
2004-01-28,114.9800033569336,115.27999877929688,112.94000244140625,113.37000274658203,76.60301971435547,52621300,-1.1423069019076637
2004-01-29,113.55999755859375,113.8499984741211,112.55999755859375,113.4800033569336,76.67733764648438,60117100,0.09702796832196103
2004-01-30,113.5199966430664,113.72000122070312,113.08999633789062,113.4800033569336,76.67733764648438,30984400,0.0
2004-02-02,113.69999694824219,114.68000030517578,113.12000274658203,113.97000122070312,77.00846099853516,38832400,0.43179225350242767
2004-02-03,113.73999786376953,114.13999938964844,113.44000244140625,113.77999877929688,76.88008880615234,25093500,-0.16671267822337965
2004-02-04,113.19000244140625,113.7300033569336,112.79000091552734,112.8499984741211,76.25167846679688,39332600,-0.8173671252886372
2004-02-05,113.16999816894531,113.54000091552734,112.77999877929688,113.18000030517578,76.47464752197266,37226800,0.29242519762227026
2004-02-06,113.41999816894531,114.69999694824219,113.19999694824219,114.44999694824219,77.33274841308594,37216000,1.122103410180264
2004-02-09,114.66999816894531,114.87000274658203,114.29000091552734,114.4800033569336,77.35301971435547,24851300,0.026217920045001897
2004-02-10,114.27999877929688,115.13999938964844,114.26000213623047,114.8499984741211,77.60302734375,27908100,0.32319628436234815
2004-02-11,114.8499984741211,116.38999938964844,114.16999816894531,116.06999969482422,78.42739868164062,42965700,1.0622561923481655
2004-02-12,115.97000122070312,116.2699966430664,115.58000183105469,115.6500015258789,78.14360809326172,27814700,-0.36184903080002107
2004-02-13,115.81999969482422,116.19999694824219,114.75,115.12999725341797,77.79226684570312,44739900,-0.44963620025942896
2004-02-17,115.8499984741211,116.43000030517578,115.7699966430664,116.16999816894531,78.49496459960938,23984300,0.903327490956296
2004-02-18,116.19999694824219,116.5999984741211,115.3499984741211,115.66000366210938,78.15033721923828,28618000,-0.4390070714249794
2004-02-19,116.33000183105469,116.38999938964844,115.05999755859375,115.2300033569336,77.85982513427734,51146200,-0.3717796053612332
2004-02-20,115.4800033569336,115.55999755859375,114.31999969482422,114.87999725341797,77.6233139038086,46728800,-0.3037456333585764
2004-02-23,115.22000122070312,115.26000213623047,114.16999816894531,114.58999633789062,77.4273681640625,36357000,-0.25243812888298134
2004-02-24,114.2699966430664,114.98999786376953,113.02999877929688,114.38999938964844,77.292236328125,43953000,-0.17453264214483122
2004-02-25,114.45999908447266,115.05999755859375,114.31999969482422,114.87000274658203,77.61656188964844,31213600,0.4196200362748037
2004-02-26,114.61000061035156,115.29000091552734,114.33999633789062,114.94000244140625,77.66386413574219,29683000,0.060938185035697146
2004-02-27,115.19000244140625,115.73999786376953,114.62999725341797,115.0199966430664,77.7178955078125,39312000,0.06959648508875205
2004-03-01,115.43000030517578,116.33999633789062,115.25,116.16000366210938,78.48819732666016,33130800,0.9911381084288129
2004-03-02,115.94000244140625,116.97000122070312,115.2300033569336,115.4800033569336,78.02875518798828,38556400,-0.5853996933004479
2004-03-03,115.25,115.87000274658203,114.91999816894531,115.69000244140625,78.1706314086914,31346200,0.18184887285079832
2004-03-04,115.72000122070312,116.0999984741211,115.5199966430664,115.98999786376953,78.37332916259766,21060000,0.2593097208336781
2004-03-05,115.41999816894531,116.94999694824219,115.27999877929688,116.37999725341797,78.63683319091797,55905600,0.3362353623857173
2004-03-08,116.33999633789062,116.62000274658203,114.91000366210938,114.95999908447266,77.67732238769531,39281600,-1.2201393731375187
2004-03-09,115.0999984741211,115.20999908447266,114.23999786376953,114.5,77.36658477783203,39746100,-0.4001383856437335
2004-03-10,114.72000122070312,114.7699966430664,112.55999755859375,112.58000183105469,76.06925964355469,67671800,-1.6768542960221122
2004-03-11,112.4000015258789,113.2699966430664,111.0999984741211,111.12000274658203,75.08272552490234,89134800,-1.2968547350564408
2004-03-12,111.7300033569336,112.70999908447266,111.58000183105469,112.58000183105469,76.06925964355469,54012200,1.3138940320243764
2004-03-15,112.2699966430664,112.3499984741211,110.9000015258789,111.19999694824219,75.13675689697266,57677200,-1.225799307485742
2004-03-16,111.77999877929688,112.05999755859375,110.83999633789062,111.79000091552734,75.53544616699219,59832600,0.5305791218319644
2004-03-17,112.18000030517578,113.26000213623047,112.0999984741211,113.04000091552734,76.38008880615234,41607300,1.1181679844018744
2004-03-18,112.69999694824219,113.2699966430664,111.93000030517578,113.06999969482422,76.40032958984375,60014300,0.026538198030712223
2004-03-19,112.41000366210938,112.56999969482422,111.04000091552734,111.05999755859375,75.30522155761719,48636200,-1.777661750822912
2004-03-22,110.54000091552734,110.56999969482422,109.0999984741211,109.6500015258789,74.34921264648438,62752100,-1.269580464353015
2004-03-23,110.25,110.4000015258789,109.36000061035156,109.45999908447266,74.22035217285156,54080200,-0.1732808379044215
2004-03-24,109.58000183105469,110.13999938964844,108.8499984741211,109.55000305175781,74.2813949584961,51584300,0.08222544129175002
2004-03-25,110.08000183105469,111.30000305175781,109.79000091552734,111.0,75.26455688476562,49873600,1.3235937086712113
2004-03-26,110.95999908447266,111.79000091552734,110.80000305175781,111.02999877929688,75.28492736816406,37409500,0.027025927294488383
2004-03-29,111.62999725341797,112.73999786376953,111.58000183105469,112.58999633789062,76.3426742553711,44113600,1.4050234853147048
2004-03-30,112.30000305175781,113.06999969482422,112.22000122070312,112.97000122070312,76.60034942626953,39059900,0.3375121193468056
2004-03-31,112.98999786376953,113.4000015258789,112.37999725341797,113.0999984741211,76.68849182128906,48517600,0.11507236612664506
2004-04-01,113.06999969482422,113.87000274658203,113.05000305175781,113.77999877929688,77.14958190917969,45103800,0.6012381205569906
2004-04-02,114.80999755859375,114.83999633789062,113.9000015258789,114.63999938964844,77.73271179199219,50987700,0.7558451569504188
2004-04-05,114.45999908447266,115.37999725341797,114.44000244140625,115.2699966430664,78.15988159179688,30251800,0.5495440132345708
2004-04-06,114.83000183105469,115.18000030517578,114.62000274658203,114.9000015258789,77.90898895263672,28420900,-0.32098128564468364
2004-04-07,114.94999694824219,114.9800033569336,114.11000061035156,114.62999725341797,77.72589874267578,45890500,-0.23499066046585027
2004-04-08,115.41000366210938,115.41000366210938,113.73999786376953,114.37000274658203,77.5496597290039,46929700,-0.22681192799922645
2004-04-12,114.58000183105469,115.08000183105469,114.56999969482422,114.81999969482422,77.85477447509766,23085200,0.39345714561123124
2004-04-13,115.26000213623047,115.30000305175781,113.0199966430664,113.20999908447266,76.76309204101562,56210300,-1.4021952748917599
2004-04-14,112.61000061035156,113.63999938964844,112.55000305175781,113.38999938964844,76.88513946533203,62322300,0.1589968259265495
2004-04-15,113.44999694824219,113.77999877929688,112.36000061035156,112.95999908447266,76.59355926513672,61602500,-0.37922242480851187
2004-04-16,113.37999725341797,114.05000305175781,112.9800033569336,113.83000183105469,77.18348693847656,47059200,0.770186573683862
2004-04-19,113.55000305175781,113.98999786376953,113.2699966430664,113.83000183105469,77.18348693847656,28277600,0.0
2004-04-20,114.08000183105469,114.31999969482422,111.77999877929688,111.91999816894531,75.88836669921875,53299400,-1.677943979078722
2004-04-21,112.19999694824219,112.94999694824219,111.87000274658203,112.66999816894531,76.39691925048828,50177300,0.6701215263315685
2004-04-22,112.4800033569336,114.66999816894531,112.44000244140625,114.25,77.46826171875,62071500,1.4023270229271967
2004-04-23,114.41999816894531,114.56999969482422,113.79000091552734,114.36000061035156,77.54283905029297,29395700,0.09628062175190966
2004-04-26,114.5,114.94000244140625,113.5999984741211,114.19999694824219,77.43436431884766,35515200,-0.13991226062908257
2004-04-27,114.2300033569336,115.12000274658203,113.95999908447266,114.30000305175781,77.50218200683594,43485500,0.08757102118046589
2004-04-28,113.88999938964844,114.01000213623047,112.5,112.81999969482422,76.49862670898438,50165800,-1.2948410476099625
2004-04-29,112.72000122070312,113.31999969482422,111.16000366210938,111.83000183105469,75.82735443115234,69687600,-0.8775020975425041
2004-04-30,112.16999816894531,112.37999725341797,110.9000015258789,110.95999908447266,75.23746490478516,48681400,-0.7779689996753936
2004-05-03,111.37000274658203,112.29000091552734,111.3499984741211,112.1500015258789,76.04435729980469,33758000,1.0724607527261343
2004-05-04,112.25,113.26000213623047,111.66000366210938,112.05999755859375,75.98331451416016,51185100,-0.08025320201567876
2004-05-05,112.41000366210938,112.95999908447266,112.16000366210938,112.77999877929688,76.47151184082031,34405000,0.6425140428248266
2004-05-06,112.0199966430664,112.58999633789062,111.0,111.80999755859375,75.81381225585938,54997000,-0.8600826664321493
2004-05-07,111.22000122070312,112.2300033569336,109.95999908447266,109.95999908447266,74.55937194824219,60950000,-1.6545912838890842
2004-05-10,109.44000244140625,109.75,108.36000061035156,108.83000183105469,73.79318237304688,75279400,-1.027643927633981
2004-05-11,109.45999908447266,110.05000305175781,109.33000183105469,109.75,74.4169692993164,48300600,0.84535344433192
2004-05-12,109.56999969482422,110.54000091552734,108.05999755859375,110.44999694824219,74.89160919189453,90830500,0.6378104312001698
2004-05-13,109.76000213623047,110.80999755859375,109.62999725341797,109.98999786376953,74.5797348022461,57393700,-0.4164772269647177
2004-05-14,109.94999694824219,110.73999786376953,109.2699966430664,110.04000091552734,74.6136474609375,54123100,0.04546145352211095
2004-05-17,108.88999938964844,109.5,108.41000366210938,109.0999984741211,73.97625732421875,55020400,-0.8542370352467077
2004-05-18,109.48999786376953,109.94000244140625,109.33000183105469,109.6500015258789,74.34921264648438,30193100,0.5041274605409596
2004-05-19,110.5,111.18000030517578,109.1500015258789,109.2699966430664,74.09152221679688,54804100,-0.3465616758088319
2004-05-20,109.44999694824219,109.87000274658203,109.04000091552734,109.62000274658203,74.32884979248047,38082900,0.32031309075530867
2004-05-21,109.97000122070312,110.55000305175781,109.47000122070312,109.80999755859375,74.45771026611328,47480400,0.17332129835003762
2004-05-24,110.52999877929688,110.76000213623047,109.68000030517578,110.2699966430664,74.76958465576172,40961500,0.41890455759932
2004-05-25,109.9000015258789,111.9800033569336,109.5999984741211,111.8499984741211,75.84089660644531,48668000,1.432848353273286
2004-05-26,111.66000366210938,112.29000091552734,111.51000213623047,112.23999786376953,76.10535430908203,35977000,0.348680728626638
2004-05-27,112.54000091552734,113.02999877929688,112.05999755859375,112.87000274658203,76.53254699707031,45306900,0.5613015812573119
2004-05-28,112.7300033569336,112.87999725341797,112.36000061035156,112.86000061035156,76.52580261230469,23367200,-0.00886164258623312
2004-06-01,112.45999908447266,112.86000061035156,111.87000274658203,112.70999908447266,76.42406463623047,41044700,-0.13290937893646326
2004-06-02,113.02999877929688,113.4800033569336,112.45999908447266,113.12999725341797,76.70880889892578,39774200,0.3726361213352014
2004-06-03,112.80999755859375,113.19000244140625,112.06999969482422,112.08999633789062,76.00367736816406,38688300,-0.9192972162791468
2004-06-04,112.9800033569336,113.58000183105469,112.70999908447266,112.9800033569336,76.60713958740234,32739500,0.7940111054692833
2004-06-07,113.43000030517578,114.80999755859375,113.41999816894531,114.69999694824219,77.77337646484375,31643800,1.5223876263082525
2004-06-08,114.37000274658203,114.91999816894531,114.16999816894531,114.86000061035156,77.88188934326172,32846500,0.1394975295261558
2004-06-09,114.51000213623047,114.69999694824219,113.72000122070312,113.79000091552734,77.15632629394531,36737600,-0.931568595802168
2004-06-10,114.04000091552734,114.3499984741211,113.93000030517578,114.3499984741211,77.53604888916016,21711000,0.49213248447854685
2004-06-14,113.81999969482422,113.8499984741211,112.87000274658203,113.22000122070312,76.76988220214844,34633000,-0.9881917520739636
2004-06-15,113.9000015258789,114.44999694824219,113.51000213623047,114.0199966430664,77.31229400634766,37445000,0.7065848911305128
2004-06-16,114.0,114.19999694824219,113.69999694824219,114.0,77.29875183105469,26633400,-0.01753783867316505
2004-06-17,113.8499984741211,114.06999969482422,113.33000183105469,113.83000183105469,77.18348693847656,28402400,-0.14912120082921643
2004-06-18,113.2699966430664,114.22000122070312,113.18000030517578,113.62999725341797,77.32910919189453,31799800,-0.17570462480845928
2004-06-21,113.75,114.13999938964844,113.12999725341797,113.19999694824219,77.0364990234375,25284000,-0.3784214693033805
2004-06-22,113.12999725341797,113.87999725341797,112.66999816894531,113.7699966430664,77.42438507080078,37334000,0.503533312889437
2004-06-23,113.61000061035156,114.83999633789062,113.41999816894531,114.75,78.09132385253906,35580000,0.8613899849256201
2004-06-24,114.55999755859375,114.93000030517578,114.26000213623047,114.38999938964844,77.8463363647461,35272100,-0.31372602209286393
2004-06-25,114.41000366210938,114.94000244140625,113.68000030517578,113.83999633789062,77.4720230102539,32837900,-0.48081393014465235
2004-06-28,114.5199966430664,114.61000061035156,113.41000366210938,113.44999694824219,77.2066421508789,40824500,-0.3425855606063788
2004-06-29,113.52999877929688,114.16999816894531,113.41999816894531,113.91999816894531,77.52648162841797,28418100,0.41428050537326566
2004-06-30,114.06999969482422,114.79000091552734,113.6500015258789,114.52999877929688,77.94160461425781,52230600,0.5354640275247569
2004-07-01,114.25,114.4000015258789,112.58000183105469,112.94000244140625,76.85955047607422,57734700,-1.3882793633435697
2004-07-02,113.16000366210938,113.29000091552734,112.5999984741211,112.87999725341797,76.81868743896484,34615100,-0.053130145821811414
2004-07-06,112.37000274658203,112.44999694824219,111.62999725341797,111.88999938964844,76.14500427246094,38698200,-0.8770356908735288
2004-07-07,111.80999755859375,112.56999969482422,111.75,112.22000122070312,76.36956024169922,29839800,0.29493416110002446
2004-07-08,111.80999755859375,112.31999969482422,111.19999694824219,111.44000244140625,75.8387451171875,45291100,-0.6950621732420559
2004-07-09,111.72000122070312,111.94000244140625,111.37999725341797,111.7300033569336,76.03607940673828,27412900,0.26023053587047595
2004-07-12,111.5199966430664,112.04000091552734,111.0,111.77999877929688,76.07010650634766,35691300,0.04474663999030071
2004-07-13,111.91999816894531,112.0199966430664,111.5999984741211,111.86000061035156,76.12454986572266,26752000,0.07157079256427945
2004-07-14,111.26000213623047,112.38999938964844,111.12000274658203,111.5199966430664,75.89317321777344,54089400,-0.303954912774862
2004-07-15,111.73999786376953,111.91000366210938,110.69999694824219,110.80000305175781,75.40321350097656,38403500,-0.6456183760595202
2004-07-16,111.56999969482422,111.66999816894531,110.44000244140625,110.70999908447266,75.34196472167969,40871200,-0.08123101516803732
2004-07-19,110.75,110.95999908447266,109.98999786376953,110.23999786376953,75.02213287353516,39592800,-0.4245336686747758
2004-07-20,110.52999877929688,111.9000015258789,110.25,111.63999938964844,75.97486877441406,46679800,1.2699578673876388
2004-07-21,111.81999969482422,112.05999755859375,109.44999694824219,109.58000183105469,74.57293701171875,56241100,-1.8452145914153006
2004-07-22,109.36000061035156,110.38999938964844,108.7699966430664,109.87999725341797,74.77713012695312,72477100,0.2737684042256161
2004-07-23,109.62000274658203,109.70999908447266,108.69000244140625,108.95999908447266,74.15101623535156,49610500,-0.8372753840023339
2004-07-26,109.19000244140625,109.43000030517578,108.20999908447266,108.75,74.00812530517578,49679100,-0.1927304389107487
2004-07-27,109.05000305175781,110.11000061035156,108.97000122070312,109.7699966430664,74.70226287841797,51295100,0.9379279476472657
2004-07-28,109.55000305175781,110.37000274658203,108.58999633789062,110.0999984741211,74.92684936523438,65862300,0.3006302643223435
2004-07-29,110.54000091552734,110.87000274658203,110.0,110.56999969482422,75.24665832519531,52200500,0.4268857649563085
2004-07-30,110.31999969482422,110.9000015258789,110.0999984741211,110.83999633789062,75.4304428100586,41581700,0.244186166059146
2004-08-02,110.19000244140625,111.36000061035156,110.05000305175781,111.06999969482422,75.58692932128906,38263100,0.2075093508957071
2004-08-03,110.93000030517578,111.05999755859375,110.16000366210938,110.20999908447266,75.00167846679688,40948800,-0.7742870376469813
2004-08-04,109.88999938964844,110.75,109.63999938964844,110.19999694824219,74.99490356445312,40763200,-0.00907552519150423
2004-08-05,110.29000091552734,110.37999725341797,108.2699966430664,108.4000015258789,73.7698974609375,50772000,-1.6333897206990744
2004-08-06,107.62999725341797,107.95999908447266,106.62000274658203,106.8499984741211,72.71511840820312,74729000,-1.4298920940400306
2004-08-09,107.0199966430664,107.4800033569336,106.87000274658203,107.0,72.81716918945312,37476300,0.14038514555079207
2004-08-10,107.30999755859375,108.41000366210938,107.26000213623047,108.37999725341797,73.75630187988281,55870600,1.2897170592691243
2004-08-11,107.68000030517578,108.33000183105469,107.0999984741211,108.16000366210938,73.60657501220703,52933200,-0.20298357343024875
2004-08-12,107.68000030517578,107.94999694824219,106.62999725341797,106.9800033569336,72.80358123779297,50015900,-1.0909765765745427
2004-08-13,107.0999984741211,107.3499984741211,106.58999633789062,107.19000244140625,72.94647216796875,41634700,0.19629751157512754
2004-08-16,107.13999938964844,108.63999938964844,107.0999984741211,108.30000305175781,73.70187377929688,45731900,1.035544906306285
2004-08-17,108.75,109.27999877929688,108.52999877929688,108.91000366210938,74.11697387695312,40701600,0.5632507785434004
2004-08-18,108.5199966430664,110.16999816894531,108.48999786376953,110.02999877929688,74.87920379638672,43165400,1.0283675323914832
2004-08-19,109.80999755859375,110.0199966430664,109.18000030517578,109.70999908447266,74.6613998413086,39881600,-0.2908294995677352
2004-08-20,109.61000061035156,110.62999725341797,109.51000213623047,110.4800033569336,75.18544006347656,44870900,0.7018542328744992
2004-08-23,110.55000305175781,110.7699966430664,110.05000305175781,110.19999694824219,74.99490356445312,33745100,-0.25344532963741395
2004-08-24,110.63999938964844,110.7300033569336,109.8499984741211,110.3499984741211,75.09696197509766,30453100,0.13611754086468864
2004-08-25,110.33000183105469,111.2699966430664,109.9000015258789,111.0999984741211,75.60738372802734,38551400,0.6796556505398454
2004-08-26,110.95999908447266,111.30999755859375,110.8499984741211,111.0999984741211,75.60738372802734,26629500,0.0
